code,text,framework,subject,anchor_standard,eu_references,eq_references
MU:Re7.2.C.IIIa,"Analyze aurally and/or by reading the scores of musical works the elements of music (including form), compositional techniques and procedures, relating them to aesthetic effectiveness , style, mood, and context; and explain how the analysis provides models for personal growth as composer, performer, and/or listener.",NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re8.1.C.Ia,"Develop and explain interpretations of varied works, demonstrating an understanding of the composers’ intent by citing technical and expressive aspects as well as the style/genre of each work.",NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re8.1.C.IIa,"Develop and support interpretations of varied works, demonstrating an understanding of the composers’ intent by citing the use of elements of music  (including form ), compositional techniques ,  and the style/genre and context  of each work.",NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re8.1.C.IIIa,"Develop, justify  and defend interpretations of varied works, demonstrating an understanding of the composers’ intent by citing the use of elements of music (including form), compositional techniques, and the style/genre and context of each work.",NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re9.1.C.Ia,Describe the effectiveness of the,NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re9.1.C.IIa,Explain  the effectiveness of the,NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re9.1.C.IIIa,Evaluate the effectiveness of the,NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re9.1.C.Ib,Describe the way(s) in which critiquing others’ work and receiving feedback,NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re9.1.C.IIb,Describe ways in which critiquing others’ work and receiving feedback from others have been  specifically  applied in the personal creative process.,NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Re9.1.C.IIIb,Describe and evaluate  ways in which critiquing others’ work and receiving feedback from others have been specifically applied in the personal creative process.,NCAS,Music Theory and Composition Strand,4,EU_a2c3cedf,EQ_bc8ca276
MU:Cn10.0.C.IIIa,"Demonstrate how interests, knowledge, and skills relate to personal choices and intent when creating, performing, and responding to music.",NCAS,Music Theory and Composition Strand,8,EU_53be1685,EQ_fd9679f4
MU:Cn11.0.C.IIIa,"Demonstrate understanding of relationships between music and the other arts, other disciplines, varied contexts, and daily life.",NCAS,Music Theory and Composition Strand,8,EU_53be1685,EQ_fd9679f4
MU:Cn10.0.C.Ia,MU:Cn10.0.C.IIa MU:Cn10.0.C.IIIa |  |  |,NCAS,Music Theory and Composition Strand,11,EU_26f8a7a6,EQ_02d8ab9a
MU:Cn11.0.C.Ia,MU:Cn11.0.C.IIa MU:Cn11.0.C.IIIa | Anchor Standard 11: Synthesize and relate knowledge and personal experiences to make art.,NCAS,Music Theory and Composition Strand,11,EU_d9768810,EQ_6d755893
MU:Cr3.2.PKa,"With substantial guidance, share revised musical ideas with peers.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr3.2.Ka,"With guidance, demonstrate  a final version of personal musical ideas to peers.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr2.1.1a,"With limited guidance, demonstrate and discuss personal reasons for selecting musical ideas  that represent  expressive intent.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr2.1.2a,Demonstrate and explain  personal reasons for selecting patterns and ideas for their music that represent expressive intent.,NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr2.1.3a,"Demonstrate selected musical ideas for a simple  improvisation  or composition  to express intent,  and describe connection  to a specific purpose  and  context .",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr2.1.4a,"Demonstrate selected and organized musical ideas for an improvisation, arrangement ,  or composition to express intent, and explain connection to  purpose and context.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr2.1.5a,"Demonstrate selected and develop ed musical ideas for improvisations, arrangements , or compositions  to express intent, and explain connection to purpose and context.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr2.1.6a,"Select, organize, construct, and document personal musical ideas for arrangements and  compositions  within",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr2.1.7a,"Select, organize, develop and document personal musical ideas for  arrangements , songs, and compositions within AB, ABA,  or theme and variation  forms that demonstrate unity  and variety and convey expressive intent.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr2.1.8a,"Select, organize, and document personal musical ideas for arrangements, songs, and compositions within expanded forms that demonstrate tension and release , unity and variety, and balance,   and convey expressive intent.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.1.PKa,"With substantial guidance, demonstrate and state preference for varied musical selections.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.1.Ka,"With guidance,  demonstrate and state personal interest in varied musical selections.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr3.2.1a,"With limited guidance, convey expressive intent for a specific purpose by presenting  a final version of personal musical ideas to peers or informal audience.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr3.2.2a,Convey expressive intent for a specific purpose by presenting a final version of personal musical ideas to peers or informal audience.,NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr3.2.3a,"Present the final version of created music for others, and describe  connection to expressive intent.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr3.2.4a,"Present the final version of created music for others, and explain  connection to expressive intent.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr3.2.5a,"Present the final version of created music for others that demonstrates craftsmanship ,  and explain connection to expressive intent.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr3.2.6a,"Present the final version of their documented personal composition or arrangement, using craftsmanship and originality to demonstrate an effective beginning, middle, and ending, and convey expressive intent.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr3.2.7a,"Present the final version of their documented personal composition, song, or arrangement, using craftsmanship and originality to demonstrate unity  and  variety ,  and convey expressive intent.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cr3.2.8a,"Present the final version of their documented personal composition, song, or arrangement, using craftsmanship and originality to demonstrate the application of compositional techniques for creating unity and variety, tension and release ,  and balance  to convey  expressive intent.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.3.PKa,"With substantial guidance, explore music’s expressive qualities (such as voice quality, dynamics, and tempo).",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.3.Ka,"With guidance, demonstrate awareness of  expressive qualities (such as voice quality, dynamics, and tempo) that support the creators’ expressive intent.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.3.1a,Demonstrate and describe  music’s expressive qualities (such as dynamics and tempo).,NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.3.2a,Demonstrate understanding  of expressive qualities (such as dynamics and tempo) and how creators  use  them to convey  expressive intent .,NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.1.3a,"Demonstrate and explain how the selection of music to perform  is influenced by personal interest, knowledge, purpose , and context .",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.1.4a,"Demonstrate and explain how the selection of music to perform is influenced by personal interest, knowledge, context, and technical skill .",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.1.5a,"Demonstrate and explain how the selection of music to perform is influenced by personal interest, knowledge, context, as well as their personal and others’ technical skill .",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.1.6a,Apply teacher provided  criteria for selecting music to perform for a specific purpose and/or context and explain why each was chosen.,NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.1.7a,"Apply collaboratively-developed criteria for selecting music of contrasting styles for a program  with a specific purpose and/or context and, after discussion, identify expressive qualities ,  technical challenges , and reasons  for choices.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Pr4.1.8a,"Apply personally-developed criteria for selecting music of contrasting styles for a program with a specific purpose and/or  context and explain expressive qualities, technical challenges, and reasons for choices.",NCAS,Music,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Re7.1.1a,"With limited guidance, identify and demonstrate  how personal interests and experiences influence musical selection for specific purposes.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re7.1.2a,Explain and demonstrate how personal interests and experiences influence musical selection for specific purposes.,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.3.3a,Demonstrate and describe  how intent is conveyed through expressive qualities (such as dynamics and tempo).,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.3.4a,"Demonstrate and explain  how intent is conveyed through interpretive decisions and expressive qualities (such as dynamics, tempo, and timbre ) .",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.3.5a,"Demonstrate and explain how intent is conveyed through interpretive decisions and expressive qualities (such as dynamics, tempo, timbre, and articulation/style ) .",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.3.6a,"Perform a selected piece of music demonstrating how  their interpretations of the elements of music and the expressive qualities (such as dynamics, tempo, timbre, articulation/style,  and phrasing ) convey intent.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.3.7a,"Perform contrasting pieces of music demonstrating their personal interpretations of the elements of music and expressive qualities (such as dynamics, tempo, timbre, articulation/style, and phrasing) convey intent.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.3.8a,"Perform contrasting pieces of music , demonstrating as well as explaining how the music’s intent is conveyed by their interpretations of the elements of music and expressive qualities (such as dynamics, tempo, timbre, articulation/style, and phrasing).",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re7.1.3a,"Demonstrate and describe  how selected music connects to  and is influenced by specific interests, experiences,  or purposes.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re7.1.4a,"Demonstrate and explain how selected music connects to and is influenced by specific interests, experiences, purposes, or contexts.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re7.1.5a,"Demonstrate and explain, citing evidence, how selected music connects to, and is influenced by specific interests, experiences, purposes, or contexts.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re7.1.6a,Select or choose music to listen to and explain the connections to specific interests or experiences for a specific purpose.,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re7.1.7a,Select or choose contrasting  music to listen to and compare the connection to specific interests or experiences for a specific purpose.,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re7.1.8a,Select programs  of music (such as a  CD mix or live performances) and demonstrate the connections to an interest or experience for a specific purpose.,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.2.PKa,"With substantial guidance, explore and demonstrate awareness of musical contrasts.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.2.Ka,"With guidance, explore and demonstrate awareness of music contrasts (such as high/low, loud/soft, same/different) in a variety of music selected for performance .",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Cr1.1.1a,"With limited guidance, create  musical ideas  (such as answering a musical question) for a specific  purpose .",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Cr1.1.2a,Improvise rhythmic and melodic patterns and musical ideas for a specific purpose.,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Cr1.1.3a,"Improvise rhythmic and melodic ideas, and describe  connection to specific purpose and context  (such as  personal and  social ).",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Cr1.1.4a,"Improvise rhythmic, melodic, and harmonic ideas, and explain connection to specific purpose and context (such as social and cultural ).",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Cr1.1.5a,"Improvise rhythmic, melodic, and harmonic ideas, and explain connection to specific purpose and context (such as social, cultural, and historical ).",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Cr1.1.6a,"Generate simple rhythmic, melodic, and harmonic phrases within AB and ABA forms that convey expressive intent.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Cr1.1.7a,"Generate rhythmic,  melodic, and harmonic  phrases and variations over harmonic accompaniments  within AB,",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Cr1.1.8a,"Generate rhythmic, melodic and harmonic phrases and harmonic accompaniments within expanded forms (including introductions, transitions, and codas ) that convey expressive intent.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re7.2.PKa,"With substantial guidance, explore  musical contrasts in music.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re7.2.Ka,"With guidance, demonstrate how a specific music concept  (such as  beat  or melodic direction ) is  used in music.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.2.1a,"With limited guidance, demonstrate knowledge of music concepts (such as beat and melodic contour ) in music from a variety of cultures selected for performance.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.2.2a,Demonstrate knowledge of music concepts (such as tonality and  meter ) in music from a variety of cultures selected for performance.,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.2.3c,Describe how context (such as personal and social) can inform a performance.,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.2.4c,Explain  how context (such as social and cultural ) informs a performance.,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.2.5cExplain,"how context (such as social, cultural, and historical ) informs performances.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.2.6c,Identify how cultural and historical context inform the performances.,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.2.7c,Identify how cultural and historical context inform performance and results in different music interpretations .,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr4.2.8c,Identity how cultural and historical context inform performance and results in different musical effects .,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re9.1.PKa,"With substantial guidance, talk about their personal and expressive preferences in music.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re9.1.Ka,"With guidance, apply personal and expressive preferences in the evaluation of music .",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr6.1.1a,"With limited guidance, perform music for a specific purpose  with expression.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr6.1.2a,Perform music for a specific purpose with expression and technical accuracy .,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr6.1.3b,Demonstrate performance decorum  and audience etiquette appropriate for the  context and  venue.,NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr6.1.4b,"Demonstrate performance decorum and audience etiquette appropriate for the context, venue,  and  genre .",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr6.1.5b,"Demonstrate performance decorum and audience etiquette appropriate for the context, venue, genre, and style .",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr6.1.6b,"Demonstrate performance decorum (such as stage presence, attire, and behavior)  and audience etiquette appropriate for venue and purpose.",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr6.1.7b,"Demonstrate performance decorum (such as stage presence, attire, and behavior) and audience etiquette appropriate for venue, purpose, and context .",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Pr6.1.8b,"Demonstrate performance decorum (such as stage presence, attire, and behavior) and audience etiquette appropriate for venue, purpose, context, and style .",NCAS,Music,10,EU_26f8a7a6,EQ_a0a7b632
MU:Re7.2.1a,"With limited guidance,  demonstrate and identify how specific music concepts (such as beat or pitch) is used in various styles of music for a purpose .",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re7.2.,Describe  how specific music concepts  are used to support a specific purpose  in music.,NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re7.2.3a,"Demonstrate and describe how a response to music  can be informed by the  structure , the use of the  elements of music , and  context  (such as  personal  and  social ).",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re7.2.4a,"Demonstrate and explain  how responses to music are informed by the structure, the use of the elements of music, and context (such as social and cultural ).",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re7.2.5a,"Demonstrate and explain, citing evidence , how responses to music are informed by the structure, the use of the elements of music, and context (such as social, cultural, and historical ).",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re7.2.6b,"Identify the context of music from a variety of genres, cultures, and historical periods.",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re7.2.7b,"Identify and compare  the context of music from a variety of genres, cultures, and historical periods.",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re7.2.8b,"Identify and compare the context of programs of music from a variety of genres, cultures, and historical periods.",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re9.1.1a,"With limited guidance, apply personal and expressive preferences in the evaluation of music for specific purposes.",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re9.1.2a,Apply personal and expressive preferences in the evaluation of music for specific purposes.,NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re9.1.3a,"Evaluate musical works  and performances , applying established criteria , and describe appropriateness to the  context .",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re9.1.4a,"Evaluate musical works and performances ,  applying established criteria, and explain appropriateness to the context.",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re9.1.5a,"Evaluate musical works and performances, applying established criteria, and explain appropriateness to the context, citing evidence from the  elements of music .",NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re9.1.6a,Apply teacher-provided criteria to evaluate  musical works or performances.,NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re9.1.7a,Select from teacher-provided  criteria to evaluate musical works or performances.,NCAS,Music,11,EU_d9768810,EQ_6d755893
MU:Re9.1.8a,Apply appropriate personally developed  criteria to evaluate musical works or performances.,NCAS,Music,11,EU_d9768810,EQ_6d755893
VA:Cr1.1.IIIa,Engage in self directed play with materials.,NCAS,Visual Arts rev,1,,
VA:Cr1.2.IIIa,"Engage in self directed, creative making.",NCAS,Visual Arts rev,1,,
VA:Cr2.1.IIIa,Use a variety of art making tools,NCAS,Visual Arts rev,1,EU_bd21a678,EQ_a13159f5
VA:Cr2.2.IIIa,a. Share materials with others.,NCAS,Visual Arts rev,1,EU_bd21a678,EQ_a13159f5
VA:Cr2.3.IIIa,Create and tell about art that communicates a story about a familiar place or object.,NCAS,Visual Arts rev,1,EU_bd21a678,EQ_a13159f5
VA:Cr3.1.IIIa,Reflect - Refine - Continue,NCAS,Visual Arts rev,2,EU_0f543a48,EQ_139bfefc
VA:Pr4.1.IIIa,Select,NCAS,Visual Arts rev,3,EU_d8888d36,EQ_47e7c4e5
VA:Pr5.1.IIIa,Analyze,NCAS,Visual Arts rev,3,EU_d8888d36,EQ_47e7c4e5
VA:Pr6.1.IIIa,Share,NCAS,Visual Arts rev,5,EU_be2075d3,EQ_739127c4
VA:Re.7.1.IIIa,Recognize art in one’s environment.,NCAS,Visual Arts rev,6,EU_e0ff74ec,EQ_135e98d7
VA:Re.7.2.IIIa,Distinguish between images and real objects.,NCAS,Visual Arts rev,6,EU_e0ff74ec,EQ_135e98d7
VA:Re8.1.IIIa,Analyze,NCAS,Visual Arts rev,7,EU_daa7e25c,EQ_9737b4c2
VA:Re9.1.IIIa,Interpret,NCAS,Visual Arts rev,7,EU_daa7e25c,EQ_9737b4c2
VA:Cn10.1.IIIa,Synthesize,NCAS,Visual Arts rev,8,EU_26b4a42f,EQ_98d26726
VA:Cn11.1.IIIa,Relate,NCAS,Visual Arts rev,8,EU_26b4a42f,EQ_98d26726
VA:Cr1.1.PKa,VA:Cr1.1.Ka VA:Cr1.1.1a VA:Cr1.1.2a VA:Cr1.1.3a VA:Cr1.1.4a VA:Cr1.1.5a VA:Cr1.1.6a VA:Cr1.1.7a VA:Cr1.1.8a VA:Cr1.1.Ia VA:Cr1.1.IIa VA:Cr1.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Engage in self directed play with materials. | Engage in exploration and imaginative play with materials. | Engage collaboratively in exploration and imaginative play with materials. | Brainstorm collaboratively multiple approaches to an art or design problem. | Elaborate on an imaginative idea. | Brainstorm multiple approaches to a creative art or design problem. | Combine ideas to generate an innovative idea for art-making. | Combine concepts collaboratively to generate innovative ideas for creating art. | Apply methods to overcome creative blocks. | Document early stages of the creative process visually and/or verbally in traditional or new media. | Use multiple approaches to begin creative endeavors. | Individually or collaboratively formulate new creative problems based on student’s existing artwork. | Visualize and hypothesize to generate plans for ideas and directions for creating art and design that can affect social change. |,NCAS,Visual Arts rev,10,EU_fc07a5e9,EQ_2ef55cd6
VA:Cr1.2.PKa,VA:Cr1.2.Ka VA:Cr1.2.1a VA:Cr1.2.2a VA:Cr1.2.3a VA:Cr1.2.4a VA:Cr1.2.5a VA:Cr1.2.6a VA:Cr1.2.7a VA:Cr1.2.8a VA:Cr1.2.Ia VA:Cr1.2.IIa VA:Cr1.2.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts rev,10,EU_fc07a5e9,EQ_f99bff57
VA:Cr2.1.PKa,"VA:Cr2.1.Ka VA:Cr2.1.1a VA:Cr2.1.2a VA:Cr2.1.3a VA:Cr2.1.4a VA:Cr2.1.5a VA:Cr2.1.6a VA:Cr2.1.7a VA:Cr2.1.8a VA:Cr2.1.Ia VA:Cr2.1.IIa VA:Cr2.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Use a variety of art making tools | Through experimentation, build skills in various media and approaches to art making. | Explore uses of materials and tools to create works of art or design. | Experiment with various materials and tools to explore personal interests in a work of art or design. | Create personally satisfying artwork using a variety of artistic processes and materials. | Explore and invent art-making techniques and approaches. | Experiment and develop skills in multiple art-making techniques and approaches through practice. | Demonstrate openness in trying new ideas, materials, methods, and approaches in making works of art and design. | Demonstrate persistence in developing skills with various materials, methods, and approaches in creating works of art or design. | Demonstrate willingness to experiment, innovate, and take risks to pursue ideas, forms, and meanings that emerge in the process of art making or designing. | Engage in making a work of art or design without having a preconceived plan. | Through experimentation, practice, and persistence, demonstrate acquisition of skills and knowledge in a chosen art form. | Experiment, plan, and make multiple works of art and design that explore a personally meaningful theme, idea, or concept. |",NCAS,Visual Arts rev,10,EU_d3985f54,EQ_2ef55cd6
VA:Cr2.2.PKa,VA:Cr2.2.Ka VA:Cr2.2.1a VA:Cr2.2.2a VA:Cr2.2.3a VA:Cr2.2.4a VA:Cr2.2.5a VA:Cr2.2.6a VA:Cr2.2.7a VA:Cr2.2.8a VA:Cr2.2.Ia VA:Cr2.2.IIa VA:Cr2.2.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts rev,10,EU_d3985f54,EQ_505bea1e
VA:Cr2.3.PKa,"VA:Cr2.3.Ka VA:Cr2.3.1a VA:Cr2.3.2a VA:Cr2.3.3a VA:Cr2.3.4a VA:Cr2.3.5a VA:Cr2.3.6a VA:Cr2.3.7a VA:Cr2.3.8a VA:Cr2.3.Ia VA:Cr2.3.IIa VA:Cr2.3.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Create and tell about art that communicates a story about a familiar place or object. | Create art that represents natural and constructed environments. | Identify and classify uses of everyday objects through drawings, diagrams, sculptures, or other visual means. | Repurpose objects to make something new. | Individually or collaboratively construct representations, diagrams, or maps of places that are part of everyday life. | Document, describe, and represent regional constructed environments. | Identify, describe, and visually document places and/or objects of personal significance. | Design or redesign objects, places, or systems that meet the identified needs of diverse users. | Apply visual organizational strategies to design and produce a work of art, design, or media that clearly communicates information or ideas. | Select, organize, and design images and words to make visually clear and compelling presentations. | Collaboratively develop a proposal for an installation, artwork, or space design that transforms the perception and experience of a particular place. | Redesign an object, system, place, or design in response to contemporary issues. | Demonstrate in works of art or design how visual and material culture defines, shapes, enhances, inhibits, and/or empowers people's lives. |",NCAS,Visual Arts rev,10,EU_d3985f54,EQ_0c74d3b4
VA:Cr3.1.PKa,VA:Cr3.1.Ka VA:Cr3.1.1a VA:Cr3.1.2a VA:Cr3.1.3a VA:Cr3.1.4a VA:Cr3.1.5a VA:Cr3.1.6a VA:Cr3.1.7a VA:Cr3.1.8a VA:Cr3.1.Ia VA:Cr3.1.IIa VA:Cr3.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts rev,10,EU_d8888d36,EQ_2ef55cd6
VA:Pr4.1.PKa,VA:Pr4.1.Ka VA:Pr4.1.1a VA:Pr4.1.2a VA:Pr4.1.3a VA:Pr4.1.4a VA:Pr4.1.5a VA:Pr4.1.6a VA:Pr4.1.7a VA:Pr4.1.8a VA:Pr4.1.Ia VA:Pr4.1.IIa VA:Pr4.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts rev,10,EU_be2075d3,EQ_2ef55cd6
VA:Pr5.1.PKa,VA:Pr5.1.Ka VA:Pr5.1.1a VA:Pr5.1.2a VA:Pr5.1.3a VA:Pr5.1.4a VA:Pr5.1.5a VA:Pr5.1.6a VA:Pr5.1.7a VA:Pr5.1.8a VA:Pr5.1.Ia VA:Pr5.1.IIa VA:Pr5.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts rev,10,EU_c30e15d9,EQ_2ef55cd6
VA:Pr6.1.PKa,VA:Pr6.1.Ka VA:Pr6.1.1a VA:Pr6.1.2a VA:Pr6.1.3a VA:Pr6.1.4a VA:Pr6.1.5a VA:Pr6.1.6a VA:Pr6.1.7a VA:Pr6.1.8a VA:Pr6.1.Ia VA:Pr6.1.IIa VA:Pr6.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts rev,10,EU_e0ff74ec,EQ_ff1755fa
VA:Re.7.1.Pka,"VA:Re.7.1.Ka VA:Re.7.1.1a VA:Re.7.1.2a VA:Re.7.1.3a VA:Re.7.1.4a VA:Re.7.1.5a VA:Re.7.1.6a VA:Re.7.1.7a VA:Re.7.1.8a VA:Re.7.1.Ia VA:Re.7.1.IIa VA:Re.7.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Recognize art in one’s environment. | Identify uses of art within one’s personal environment. | Select and describe works of art that illustrate daily life experiences of one’s self and others. | Perceive and describe aesthetic characteristics of one’s natural world and constructed environments. | Speculate about processes an artist uses to create a work of art. | Compare responses to a work of art before and after working in similar media. | Compare one's own interpretation of a work of art with the interpretation of others. | Identify and interpret works of art or design that reveal how people live around the world and what they value. | Explain how the method of display, the location, and the experience of an artwork influence how it is perceived and valued. | Explain how a person’s aesthetic choices are influenced by culture and environment and impact the visual image that one conveys to others. | Hypothesize ways in which art influences perception and understanding of human experiences. | Recognize and describe personal aesthetic and empathetic responses to the natural world and constructed environments. | Analyze how responses to art develop over time based on knowledge of and experience with art and life. |",NCAS,Visual Arts rev,10,EU_daa7e25c,EQ_2ef55cd6
