uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,status
c3-d2-psy-11-9-12,D2.Psy.11.9-12,basic_html,<p>Identify the role psychological science can play in helping us understand differences in individual cognitive and physical abilities. •</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.11.9-12,TRUE
c3-d2-psy-12-9-12,D2.Psy.12.9-12,basic_html,"<p>Explain how social, cultural, gender, and economic factors influence behavior and human interactions in societies around the world. Critical Thinking: Themes, Sources, and Evidence Psychological inquiry is based on a variety of sources and materials that students can read and analyze. The study of psychology brings together common themes that include ethics, diversity, scientific attitudes, and skills (e.g., critical thinking, problem solving). Informed by these themes and supported by sources, students can make evidence-based conclusions which in turn can lead to further questions and answers. College, Career, and Civic ready students: •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.12.9-12,TRUE
c3-d2-psy-13-9-12,D2.Psy.13.9-12,basic_html,"<p>Explain common themes across the field of psychological science, including ethical issues, diversity, developmental issues, and concerns about health and wellbeing. •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.13.9-12,TRUE
c3-d2-psy-14-9-12,D2.Psy.14.9-12,basic_html,<p>Use information from different psychological sources to generate research questions.</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.14.9-12,TRUE
c3-d2-psy-15-9-12,D2.Psy.15.9-12,basic_html,<p>Use existing evidence and formulate conclusions about psychological phenomena. •</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.15.9-12,TRUE
c3-d2-psy-16-9-12,D2.Psy.16.9-12,basic_html,<p>Use critical thinking skills to become better consumers of psychological knowledge. •</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.16.9-12,TRUE
c3-d2-psy-17-9-12,D2.Psy.17.9-12,basic_html,"<p>Acknowledge the interconnectedness of knowledge in the discipline of psychology. Applications of Psychological Knowledge Psychological knowledge can be useful in addressing a wide array of issues, from individual to global levels. In order to understand behavior and mental processes, students should apply psychological knowledge to the world around them. Psychological knowledge directly relates to everyday and civic life, and its application can benefit society and improve people’s lives. College, Career, and Civic ready students: •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.17.9-12,TRUE
c3-d2-psy-18-9-12,D2.Psy.18.9-12,basic_html,<p>Apply psychological knowledge to their daily lives. •</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.18.9-12,TRUE
c3-d2-psy-19-9-12,D2.Psy.19.9-12,basic_html,"<p>Apply the major theoretical approaches in psychology to educational, emotional, political, ethical, motivational, organizational, personal, and social issues. •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.19.9-12,TRUE
c3-d2-psy-20-9-12,D2.Psy.20.9-12,basic_html,"<p>Suggest psychologically based ethical solutions to actual problems including, but not limited to, those encountered in education, business and industry, and the environment. •</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.20.9-12,TRUE
c3-d2-psy-21-9-12,D2.Psy.21.9-12,basic_html,<p>Discuss ways in which the applications of psychological science can address domestic and global issues. •</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.21.9-12,TRUE
c3-d2-psy-22-9-12,D2.Psy.22.9-12,basic_html,<p>Use psychological knowledge to promote healthy lifestyle choices. •</p>,14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.22.9-12,TRUE
c3-d2-psy-23-9-12,D2.Psy.23.9-12,basic_html,"<p>Apply psychological knowledge to civic engagement. Brief Overview of Connections between Psychology and the English Language Arts/Literacy Common Core Standards Connections with the College and Career Readiness (CCR) Anchor Standards. Students in psychology develop and use a wide range of skills endorsed through the Common Core Anchor Standards. Students in psychology must develop questions and plan inquiries as they learn about and apply the various psychological theories and findings. Students should be able to propose, plan, and conduct simple research projects and/or read, discuss, and critique research findings in ways that apply their acquired content knowledge and hone the skills discussed in the Anchor Standards in Reading, Writing, Speaking and Listening, and Language. Students who complete such projects or assignments successfully demonstrate mastery of the skills in each dimension, thus fulfilling the goals for college and career readiness. More detailed curricular recommendations are found in the National Standards for High School Psychology Curricula (APA, 2011). Although psychological science can be found in science and social studies lessons for students in grades K-8, the first formal introduction to psychological science often occurs during grades 9-12. Learning the theories, methodologies, and practices of psychological science provides students with knowledge and skills they need to think critically about research, address issues using the scientific method, and understand relationships among variables in given circumstances. Matrix: Psychology In Appendix A, the Disciplinary Inquiry Matrix articulates how each of the four Dimensions of the C3 of a content-specific example: How bad was the Great Recession? The Disciplinary Inquiry Matrix describes what experts think and do. It is a four-part target example to which students should aspire. The matrix develops through the construction of disciplinary compelling and supporting questions (Dimension 1); the data sources, key concepts, and key strategies specific to each discipline (Dimension 2); the development of evidence-based claims (Dimension 3); and the means of expression (Dimension 4). In the table on page 72, the Great Recession is examined through the disciplinary lens of psychology. The examples in the boxes are illustrative rather than exhaustive. Appendices • 71</p>",14785,52056,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Psy Concepts,Grades 9-12,D2.Psy.23.9-12,TRUE
c3-d2-soc-1-9-12,D2.Soc.1.9-12,basic_html,<p>Explain the sociological perspective and how it differs from other social sciences. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.1.9-12,TRUE
c3-d2-soc-2-9-12,D2.Soc.2.9-12,basic_html,<p>Define social context in terms of the external forces that shape human behavior. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.2.9-12,TRUE
c3-d2-soc-3-9-12,D2.Soc.3.9-12,basic_html,<p>Identify how social context influences individuals. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.3.9-12,TRUE
c3-d2-soc-4-9-12,D2.Soc.4.9-12,basic_html,<p>Illustrate how sociological analysis can provide useful data-based information for decision making. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.4.9-12,TRUE
c3-d2-soc-5-9-12,D2.Soc.5.9-12,basic_html,"<p>Give examples of the strengths and weaknesses of four main methods of sociological research: surveys, experiments, observations, and content analysis. Social Structure: Culture, Institutions, and Society Sociology studies the social structure and culture of societies in order to understand how social patterns are created and maintained over time; examples of these might include persistent violence or long-standing disparities in school achievement. Important components of social structures are institutions such as the economy, government and politics, the educational system, the family, religion, and the health care system. Culture includes the language, norms, values, and material goods of a society. Social structure and culture work in tandem to shape societies, but are not completely rigid. All individuals are impacted by social change, which refers to the transformation of culture, social institutions, and social structure over time. College, Career, and Civic ready students: •</p>",14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.5.9-12,TRUE
c3-d2-soc-6-9-12,D2.Soc.6.9-12,basic_html,<p>Identify the major components of culture. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.6.9-12,TRUE
c3-d2-soc-7-9-12,D2.Soc.7.9-12,basic_html,<p>Cite examples of how culture influences the individuals in it. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.7.9-12,TRUE
c3-d2-soc-8-9-12,D2.Soc.8.9-12,basic_html,<p>Identify important social institutions in society. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.8.9-12,TRUE
c3-d2-soc-9-9-12,D2.Soc.9.9-12,basic_html,<p>Explain the role of social institutions in society. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.9.9-12,TRUE
c3-d2-soc-10-9-12,D2.Soc.10.9-12,basic_html,"<p>Analyze how social structures and cultures change. Social Relationships: Self, Groups, and Socialization A fundamental insight of sociology is that individual and group identity is socially constructed through relationships with significant individuals, groups, and society as a whole. Socialization is a life-long process of learning how to function in society. Important socializing agents include family, peers, the media, schools, and religion. Major social and historical events can be a force in socializing entire generational groups. Groups form when individuals share common interests and/ or goals, and often become a point of comparison for individuals as they evaluate themselves and others. College, Career, and Civic ready students: •</p>",14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.10.9-12,TRUE
c3-d2-soc-11-9-12,D2.Soc.11.9-12,basic_html,<p>Analyze the influence of the primary agents of socialization and why they are influential. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.11.9-12,TRUE
c3-d2-soc-12-9-12,D2.Soc.12.9-12,basic_html,<p>Explain the social construction of self and groups. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.12.9-12,TRUE
c3-d2-soc-13-9-12,D2.Soc.13.9-12,basic_html,"<p>Identify characteristics of groups, as well as the effects groups have on individuals and society, and the effects of individuals and societies on groups. •</p>",14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.13.9-12,TRUE
c3-d2-soc-14-9-12,D2.Soc.14.9-12,basic_html,<p>Explain how in-group and out group membership influences the life chances of individuals and shapes societal norms and values. Stratification and Inequality Sociology helps students to understand their own and others’ social problems. Group memberships and identities provide or deny certain opportunities and power. They also create and reinforce social stratification. This can result in conflict between groups for scarce or</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.14.9-12,TRUE
c3-d2-soc-15-9-12,D2.Soc.15.9-12,basic_html,<p>Identify common patterns of social inequality. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.15.9-12,TRUE
c3-d2-soc-16-9-12,D2.Soc.16.9-12,basic_html,<p>Interpret the effects of inequality on groups and individuals. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.16.9-12,TRUE
c3-d2-soc-17-9-12,D2.Soc.17.9-12,basic_html,<p>Analyze why the distribution of power and inequalities can result in conflict. •</p>,14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.17.9-12,TRUE
c3-d2-soc-18-9-12,D2.Soc.18.9-12,basic_html,"<p>Propose and evaluate alternative responses to inequality. Brief Overview of Connections between Sociology and the English Language Arts/Literacy Common Core Standards Connections with the College and Career Readiness (CCR) Anchor Standards. Students in sociology develop and use skills that are central to the Common Core College and Career Readiness Anchor Standards. Learning the theories, methodologies, and practices of sociology provides students with the knowledge and skills they need to think critically about the world they live in, themselves, and how they are influenced by their social positions. By studying sociology, students learn how to effectively participate in a diverse and multi-cultural society, and develop a sense of personal and social responsibility. Students in sociology integrate and evaluate multiple sources of information presented in diverse formats and media in order to address questions or solve complex problems. They are required to integrate data and information from diverse sources, both primary and secondary, in order to form a coherent and empirically- based understanding of an idea or social event, noting discrepancies among sources. Students learn how to propose, plan, and conduct simple research and action projects as well as read, discuss, and critique research findings in ways that apply their acquired content knowledge and hone the skills discussed in the Anchor Standards in Reading, Writing, Speaking and Listening, and Language. More detailed curricular recommendations for sociology can be found on the website of the American Sociological Association (www.asanet.org/highschool). Although concepts from sociology are frequently seen in science and social studies lessons for students in grades K-8, more commonly the first formal introduction to sociology occurs in grades 9-12. Learning the theories, methodologies, and practices of sociology provides students with the knowledge and skills they need to think critically about sources of evidence, address issues using a systematic Arc of Inquiry based on the scientific method, and understand relationships among variables in complex social contexts. In this way, sociology supports students’ successful entry into the world of work or post-secondary education. Matrix: Sociology In Appendix A, the Disciplinary Inquiry Matrix articulates how each of the four Dimensions of the C3 of a content-specific example: How bad was the Great Recession? The Disciplinary Inquiry Matrix describes what experts think and do. It is a four-part target example to which students should aspire. The matrix develops through the construction of disciplinary compelling and supporting questions (Dimension 1); the data sources, key concepts, and key strategies specific to each discipline (Dimension 2); the development of evidence-based claims (Dimension 3); and the means of expression (Dimension 4). In the table on page 76, the Great Recession is examined through the disciplinary lens of sociology. The examples in the boxes are illustrative rather than exhaustive. Appendices • 75</p>",14785,52058,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Soc Concepts,Grades 9-12,D2.Soc.18.9-12,TRUE
