uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,field_dci,status
ngss-hs-ls1-2,HS-LS1-2,basic_html,"<p>Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.  [Clarification Statement:  Emphasis is on functions at the organism system level such as nutrient uptake, water delivery, and organism movement in response to neural stimuli. An example of an interacting system could be an artery depending on the proper function of elastic tissue and smooth muscle to regulate and deliver the proper amount of blood within the circulatory system.] [Assessment Boundary:  Assessment does not include interactions and functions at the molecular or chemical reaction level.]</p>",14784,53090,16470,High School,Structure and Function,LS1: From Molecules to Organisms: Structures and Processes,HS-LS1-2,LS1,TRUE
ngss-hs-ls1-3,HS-LS1-3,basic_html,"<p>Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.  [Clarification Statement:  Examples of investigations could include heart rate response to exercise, stomate response to moisture and temperature, and root development in response to water levels.] [Assessment Boundary:  Assessment does not include the cellular processes involved in the feedback mechanism.]</p>",14784,53090,16470,High School,Structure and Function,LS1: From Molecules to Organisms: Structures and Processes,HS-LS1-3,LS1,TRUE
ngss-hs-ls1-5,HS-LS1-5,basic_html,"<p>Use a model to illustrate how photosynthesis transforms light energy into stored chemical energy.  [Clarification Statement:  Emphasis is on illustrating inputs and outputs of matter and the transfer and transformation of energy in photosynthesis by plants and other photosynthesizing organisms. Examples of models could include diagrams, chemical equations, and conceptual models.] [Assessment Boundary:  Assessment does not include specific biochemical steps.]</p>
<p><strong>Clarification Statement:</strong> Emphasis is on the conceptual understanding of the inputs and outputs of the process of cellular respiration. [Assessment Boundary: Assessment should not include identification of the steps or specific processes involved in cellular respiration. HS-LS2-3. Construct and revise an explanation based on evidence for the cycling of matter and flow of energy in aerobic and anaerobic conditions.    Emphasis is on conceptual understanding of the role of aerobic and anaerobic respiration in different environments. [Assessment Boundary:  Assessment does not include the specific chemical processes of either aerobic or anaerobic respiration. HS-LS2-4. Use mathematical representations to support claims for the cycling of matter and flow of energy among organisms in an ecosystem.    Emphasis is on using a mathematical model of stored energy in biomass to describe the transfer of energy from one trophic level to another and that matter and energy are conserved as matter cycles and energy flows through ecosystems. Emphasis is on atoms and molecules such as carbon, oxygen, hydrogen and nitrogen being conserved as they move through an ecosystem. [Assessment Boundary:  Assessment is limited to proportional reasoning to describe the cycling of matter and flow of energy. HS-LS2-5. Develop a model to illustrate the role of photosynthesis and cellular respiration in the cycling of carbon among the biosphere, atmosphere, hydrosphere, and geosphere.    Examples of models could include simulations and mathematical models. [Assessment Boundary:  Assessment does not include the specific chemical steps of photosynthesis and respiration. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53092,16470,High School,Matter and Energy in Organisms and Ecosystems,LS1: From Molecules to Organisms: Structures and Processes,HS-LS1-5,LS1,TRUE
ngss-hs-ls1-6,HS-LS1-6,basic_html,"<p>Construct and revise an explanation based on evidence for how carbon, hydrogen, and oxygen from sugar molecules may combine with other elements to form amino acids and/or other large carbon-based molecules.</p>
<p><strong>Clarification Statement:</strong> Emphasis is on the conceptual understanding of the inputs and outputs of the process of cellular respiration. [Assessment Boundary: Assessment should not include identification of the steps or specific processes involved in cellular respiration. HS-LS2-3. Construct and revise an explanation based on evidence for the cycling of matter and flow of energy in aerobic and anaerobic conditions.    Emphasis is on conceptual understanding of the role of aerobic and anaerobic respiration in different environments. [Assessment Boundary:  Assessment does not include the specific chemical processes of either aerobic or anaerobic respiration. HS-LS2-4. Use mathematical representations to support claims for the cycling of matter and flow of energy among organisms in an ecosystem.    Emphasis is on using a mathematical model of stored energy in biomass to describe the transfer of energy from one trophic level to another and that matter and energy are conserved as matter cycles and energy flows through ecosystems. Emphasis is on atoms and molecules such as carbon, oxygen, hydrogen and nitrogen being conserved as they move through an ecosystem. [Assessment Boundary:  Assessment is limited to proportional reasoning to describe the cycling of matter and flow of energy. HS-LS2-5. Develop a model to illustrate the role of photosynthesis and cellular respiration in the cycling of carbon among the biosphere, atmosphere, hydrosphere, and geosphere.    Examples of models could include simulations and mathematical models. [Assessment Boundary:  Assessment does not include the specific chemical steps of photosynthesis and respiration. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53092,16470,High School,Matter and Energy in Organisms and Ecosystems,LS1: From Molecules to Organisms: Structures and Processes,HS-LS1-6,LS1,TRUE
ngss-hs-ls1-7,HS-LS1-7,basic_html,"<p>Use a model to illustrate that cellular respiration is a chemical process whereby the bonds of food molecules and oxygen molecules are broken and the bonds in new compounds are formed resulting in a net transfer of energy.</p>
<p><strong>Clarification Statement:</strong> Emphasis is on the conceptual understanding of the inputs and outputs of the process of cellular respiration. [Assessment Boundary: Assessment should not include identification of the steps or specific processes involved in cellular respiration. HS-LS2-3. Construct and revise an explanation based on evidence for the cycling of matter and flow of energy in aerobic and anaerobic conditions.    Emphasis is on conceptual understanding of the role of aerobic and anaerobic respiration in different environments. [Assessment Boundary:  Assessment does not include the specific chemical processes of either aerobic or anaerobic respiration. HS-LS2-4. Use mathematical representations to support claims for the cycling of matter and flow of energy among organisms in an ecosystem.    Emphasis is on using a mathematical model of stored energy in biomass to describe the transfer of energy from one trophic level to another and that matter and energy are conserved as matter cycles and energy flows through ecosystems. Emphasis is on atoms and molecules such as carbon, oxygen, hydrogen and nitrogen being conserved as they move through an ecosystem. [Assessment Boundary:  Assessment is limited to proportional reasoning to describe the cycling of matter and flow of energy. HS-LS2-5. Develop a model to illustrate the role of photosynthesis and cellular respiration in the cycling of carbon among the biosphere, atmosphere, hydrosphere, and geosphere.    Examples of models could include simulations and mathematical models. [Assessment Boundary:  Assessment does not include the specific chemical steps of photosynthesis and respiration. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53092,16470,High School,Matter and Energy in Organisms and Ecosystems,LS1: From Molecules to Organisms: Structures and Processes,HS-LS1-7,LS1,TRUE
ngss-hs-ls2-3,HS-LS2-3,basic_html,<p>Construct and revise an explanation based on evidence for the cycling of matter and flow of energy in aerobic and anaerobic conditions.  [Clarification Statement:  Emphasis is on conceptual understanding of the role of aerobic and anaerobic respiration in different environments.] [Assessment Boundary:  Assessment does not include the specific chemical processes of either aerobic or anaerobic respiration.]</p>,14784,53093,16470,High School,Matter and Energy in Organisms and Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-3,LS2,TRUE
ngss-hs-ls2-4,HS-LS2-4,basic_html,"<p>Use mathematical representations to support claims for the cycling of matter and flow of energy among organisms in an ecosystem.  [Clarification Statement:  Emphasis is on using a mathematical model of stored energy in biomass to describe the transfer of energy from one trophic level to another and that matter and energy are conserved as matter cycles and energy flows through ecosystems. Emphasis is on atoms and molecules such as carbon, oxygen, hydrogen and nitrogen being conserved as they move through an ecosystem.] [Assessment Boundary:  Assessment is limited to proportional reasoning to describe the cycling of matter and flow of energy.]</p>",14784,53093,16470,High School,Matter and Energy in Organisms and Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-4,LS2,TRUE
ngss-hs-ls2-5,HS-LS2-5,basic_html,"<p>Develop a model to illustrate the role of photosynthesis and cellular respiration in the cycling of carbon among the biosphere, atmosphere, hydrosphere, and geosphere.  [Clarification Statement:  Examples of models could include simulations and mathematical models.] [Assessment Boundary:  Assessment does not include the specific chemical steps of photosynthesis and respiration.]</p>",14784,53093,16470,High School,Matter and Energy in Organisms and Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-5,LS2,TRUE
ngss-hs-ls2-1,HS-LS2-1,basic_html,"<p>Use mathematical and/or computational representations to support explanations of factors that affect carrying capacity of ecosystems at different scales.  [Clarification Statement:  Emphasis is on quantitative analysis and comparison of the relationships among interdependent factors including boundaries, resources, climate and competition. Examples of mathematical comparisons could include graphs, charts, histograms, and population changes gathered from simulations or historical data sets.] [Assessment Boundary:  Assessment does not include deriving mathematical equations to make comparisons.]</p>",14784,53095,16470,High School,Interdependent Relationships in Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-1,LS2,TRUE
ngss-hs-ls2-2,HS-LS2-2,basic_html,"<p>Use mathematical representations to support and revise explanations based on evidence about factors affecting biodiversity and populations in ecosystems of different scales.  [Clarification Statement:  Examples of mathematical representations include finding the average, determining trends, and using graphical comparisons of multiple sets of data.] [Assessment Boundary:  Assessment is limited to provided data.]</p>",14784,53095,16470,High School,Interdependent Relationships in Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-2,LS2,TRUE
ngss-hs-ls2-6,HS-LS2-6,basic_html,"<p>Evaluate the claims, evidence, and reasoning that the complex interactions in ecosystems maintain relatively consistent numbers and types of organisms in stable conditions, but changing conditions may result in a new ecosystem.  [Clarification Statement:  Examples of changes in ecosystem conditions could include modest biological or physical changes, such as moderate hunting or a seasonal flood; and extreme changes, such as volcanic eruption or sea level rise.]</p>
<p><strong>Clarification Statement:</strong> Emphasis is on testing solutions for a proposed problem related to threatened or endangered species, or to genetic variation of organisms for multiple species. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53095,16470,High School,Interdependent Relationships in Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-6,LS2,TRUE
ngss-hs-ls2-7,HS-LS2-7,basic_html,"<p>Design, evaluate, and refine a solution for reducing the impacts of human activities on the environment and biodiversity.*  [Clarification Statement:  Examples of human activities can include urbanization, building dams, and dissemination of invasive species.]</p>
<p><strong>Clarification Statement:</strong> Emphasis is on testing solutions for a proposed problem related to threatened or endangered species, or to genetic variation of organisms for multiple species. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53095,16470,High School,Interdependent Relationships in Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-7,LS2,TRUE
ngss-hs-ls2-8,HS-LS2-8,basic_html,"<p>Evaluate the evidence for the role of group behavior on individual and species’ chances to survive and reproduce.  [Clarification Statement:  Emphasis is on: (1) distinguishing between group and individual behavior, (2) identifying evidence supporting the outcomes of group behavior, and (3) developing logical and reasonable arguments based on evidence. Examples of group behaviors could include flocking, schooling, herding, and cooperative behaviors such as hunting, migrating, and swarming.]</p>
<p><strong>Clarification Statement:</strong> Emphasis is on testing solutions for a proposed problem related to threatened or endangered species, or to genetic variation of organisms for multiple species. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53095,16470,High School,Interdependent Relationships in Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-8,LS2,TRUE
ngss-hs-ls4-6,HS-LS4-6,basic_html,"<p>Create or revise a simulation to test a solution to mitigate adverse impacts of human activity on biodiversity.*</p>
<p><strong>Clarification Statement:</strong> Emphasis is on testing solutions for a proposed problem related to threatened or endangered species, or to genetic variation of organisms for multiple species. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53096,16470,High School,Interdependent Relationships in Ecosystems,LS4: Biological Evolution: Unity and Diversity,HS-LS4-6,LS4,TRUE
ngss-hs-ls1-4,HS-LS1-4,basic_html,<p>Use a model to illustrate the role of cellular division (mitosis) and differentiation in producing and maintaining complex organisms.  [Assessment Boundary:  Assessment does not include specific gene control mechanisms or rote memorization of the steps of mitosis.]</p>,14784,53098,16470,High School,Inheritance and Variation of Traits,LS1: From Molecules to Organisms: Structures and Processes,HS-LS1-4,LS1,TRUE
ngss-hs-ls3-1,HS-LS3-1,basic_html,<p>Ask questions to clarify relationships about the role of DNA and chromosomes in coding the instructions for characteristic traits passed from parents to offspring.  [Assessment Boundary:  Assessment does not include the phases of meiosis or the biochemical mechanism of specific steps in the process.]</p>,14784,53099,16470,High School,Inheritance and Variation of Traits,LS3: Heredity: Inheritance and Variation of Traits,HS-LS3-1,LS3,TRUE
ngss-hs-ls3-2,HS-LS3-2,basic_html,"<p>Make and defend a claim based on evidence that inheritable genetic variations may result from:  (1) new genetic combinations through meiosis, (2) viable errors occurring during replication, and/or (3) mutations caused by environmental factors.  [Clarification Statement:  Emphasis is on using data to support arguments for the way variation occurs.] [Assessment Boundary: Assessment does not include the phases of meiosis or the biochemical mechanism of specific steps in the process.]</p>",14784,53099,16470,High School,Inheritance and Variation of Traits,LS3: Heredity: Inheritance and Variation of Traits,HS-LS3-2,LS3,TRUE
ngss-hs-ls3-3,HS-LS3-3,basic_html,<p>Apply concepts of statistics and probability to explain the variation and distribution of expressed traits in a population.  [Clarification Statement:  Emphasis is on the use of mathematics to describe the probability of traits as it relates to genetic and environmental factors in the expression of traits.] [Assessment Boundary:  Assessment does not include Hardy-Weinberg calculations.]</p>,14784,53099,16470,High School,Inheritance and Variation of Traits,LS3: Heredity: Inheritance and Variation of Traits,HS-LS3-3,LS3,TRUE
ngss-hs-ls4-1,HS-LS4-1,basic_html,"<p>Communicate scientific information that common ancestry and biological evolution are supported by multiple lines of empirical evidence.  [Clarification Statement:  Emphasis is on a conceptual understanding of the role each line of evidence has relating to common ancestry and biological evolution. Examples of evidence could include similarities in DNA sequences, anatomical structures, and order of appearance of structures in embryological development.]</p>",14784,53101,16470,High School,Natural Selection and Evolution,LS4: Biological Evolution: Unity and Diversity,HS-LS4-1,LS4,TRUE
ngss-hs-ls4-2,HS-LS4-2,basic_html,"<p>Construct an explanation based on evidence that the process of evolution primarily results from four factors:  (1) the potential for a species to increase in number, (2) the heritable genetic variation of individuals in a species due to mutation and sexual reproduction, (3) competition for limited resources, and (4) the proliferation of those organisms that are better able to survive and reproduce in the environment.  [Clarification Statement:  Emphasis is on using evidence to explain the influence each of the four factors has on number of organisms, behaviors, morphology, or physiology in terms of ability to compete for limited resources and subsequent survival of individuals and adaptation of species. Examples of evidence could include mathematical models such as simple distribution graphs and proportional reasoning.] [Assessment Boundary:  Assessment does not include other mechanisms of evolution, such as genetic drift, gene flow through migration, and co-evolution.]</p>
<p><strong>Clarification Statement:</strong> Emphasis is on using data to provide evidence for how specific biotic and abiotic differences in ecosystems (such as ranges of seasonal temperature, long-term climate change, acidity, light, geographic barriers, or evolution of other organisms) contribute to a change in gene frequency over time, leading to adaptation of populations. HS-LS4-5. Evaluate the evidence supporting claims that changes in environmental conditions may result in:  (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species.    Emphasis is on determining cause and effect relationships for how changes to the environment such as deforestation, fishing, application of fertilizers, drought, flood, and the rate of change of the environment affect distribution or disappearance of traits in species. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53101,16470,High School,Natural Selection and Evolution,LS4: Biological Evolution: Unity and Diversity,HS-LS4-2,LS4,TRUE
ngss-hs-ls4-3,HS-LS4-3,basic_html,"<p>Apply concepts of statistics and probability to support explanations that organisms with an advantageous heritable trait tend to increase in proportion to organisms lacking this trait.  [Clarification Statement:  Emphasis is on analyzing shifts in numerical distribution of traits and using these shifts as evidence to support explanations.] [Assessment Boundary:  Assessment is limited to basic statistical and graphical analysis. Assessment does not include allele frequency calculations.]</p>
<p><strong>Clarification Statement:</strong> Emphasis is on using data to provide evidence for how specific biotic and abiotic differences in ecosystems (such as ranges of seasonal temperature, long-term climate change, acidity, light, geographic barriers, or evolution of other organisms) contribute to a change in gene frequency over time, leading to adaptation of populations. HS-LS4-5. Evaluate the evidence supporting claims that changes in environmental conditions may result in:  (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species.    Emphasis is on determining cause and effect relationships for how changes to the environment such as deforestation, fishing, application of fertilizers, drought, flood, and the rate of change of the environment affect distribution or disappearance of traits in species. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53101,16470,High School,Natural Selection and Evolution,LS4: Biological Evolution: Unity and Diversity,HS-LS4-3,LS4,TRUE
ngss-hs-ls4-4,HS-LS4-4,basic_html,"<p>Construct an explanation based on evidence for how natural selection leads to adaptation of populations.</p>
<p><strong>Clarification Statement:</strong> Emphasis is on using data to provide evidence for how specific biotic and abiotic differences in ecosystems (such as ranges of seasonal temperature, long-term climate change, acidity, light, geographic barriers, or evolution of other organisms) contribute to a change in gene frequency over time, leading to adaptation of populations. HS-LS4-5. Evaluate the evidence supporting claims that changes in environmental conditions may result in:  (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species.    Emphasis is on determining cause and effect relationships for how changes to the environment such as deforestation, fishing, application of fertilizers, drought, flood, and the rate of change of the environment affect distribution or disappearance of traits in species. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53101,16470,High School,Natural Selection and Evolution,LS4: Biological Evolution: Unity and Diversity,HS-LS4-4,LS4,TRUE
ngss-hs-ls4-5,HS-LS4-5,basic_html,"<p>Evaluate the evidence supporting claims that changes in environmental conditions may result in:  (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species.  [Clarification Statement:  Emphasis is on determining cause and effect relationships for how changes to the environment such as deforestation, fishing, application of fertilizers, drought, flood, and the rate of change of the environment affect distribution or disappearance of traits in species.]</p>",14784,53101,16470,High School,Natural Selection and Evolution,LS4: Biological Evolution: Unity and Diversity,HS-LS4-5,LS4,TRUE
ngss-hs-ess3-1,HS-ESS3-1,basic_html,"<p>Construct an explanation based on evidence for how the availability of natural resources, occurrence of natural hazards, and changes in climate have influenced human activity.  [Clarification Statement:  Examples of key natural resources include access to fresh water (such as rivers, lakes, and groundwater), regions of fertile soils such as river deltas, and high concentrations of minerals and fossil fuels. Examples of natural hazards can be from interior processes (such as volcanic eruptions and earthquakes), surface processes (such as tsunamis, mass wasting and soil erosion), and severe weather (such as hurricanes, floods, and droughts). Examples of the results of changes in climate that can affect populations or drive mass migrations include changes to sea level, regional patterns of temperature and precipitation, and the types of crops and livestock that can be raised.]</p>",14784,53103,16470,High School,Human Sustainability,ESS3: Earth and Human Activity,HS-ESS3-1,ESS3,TRUE
ngss-hs-ess3-2,HS-ESS3-2,basic_html,"<p>Evaluate competing design solutions for developing, managing, and utilizing energy and mineral resources based on cost-benefit ratios.*  [Clarification Statement:  Emphasis is on the conservation, recycling, and reuse of resources (such as minerals and metals) where possible, and on minimizing impacts where it is not. Examples include developing best practices for agricultural soil use, mining (for coal, tar sands, and oil shales), and pumping (for petroleum and natural gas). Science knowledge indicates what can happen in natural systems—not what should happen.]</p>
<p><strong>Clarification Statement:</strong> Examples of data on the impacts of human activities could include the quantities and types of pollutants released, changes to biomass and species diversity, or areal changes in land surface use (such as for urban development, agriculture and livestock, or surface mining). Examples for limiting future impacts could range from local efforts (such as reducing, reusing, and recycling resources) to large-scale geoengineering design solutions (such as altering global temperatures by making large changes to the atmosphere or ocean). HS-ESS3-6. Use a computational representation to illustrate the relationships among Earth systems and how those relationships are being modified due to human activity.*    Examples of Earth systems to be considered are the hydrosphere, atmosphere, cryosphere, geosphere, and/or biosphere. An example of the far-reaching impacts from a human activity is how an increase in atmospheric carbon dioxide results in an increase in photosynthetic biomass on land and an increase in ocean acidification, with resulting impacts on sea organism health and marine populations. [Assessment Boundary:  Assessment does not include running computational representations but is limited to using the published results of scientific computational models. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53103,16470,High School,Human Sustainability,ESS3: Earth and Human Activity,HS-ESS3-2,ESS3,TRUE
ngss-hs-ess3-3,HS-ESS3-3,basic_html,"<p>Create a computational simulation to illustrate the relationships among management of natural resources, the sustainability of human populations, and biodiversity.  [Clarification Statement:  Examples of factors that affect the management of natural resources include costs of resource extraction and waste management, per-capita consumption, and the development of new technologies. Examples of factors that affect human sustainability include agricultural efficiency, levels of conservation, and urban planning.] [Assessment Boundary:  Assessment for computational simulations is limited to using provided multi-parameter programs or constructing simplified spreadsheet calculations.]</p>
<p><strong>Clarification Statement:</strong> Examples of data on the impacts of human activities could include the quantities and types of pollutants released, changes to biomass and species diversity, or areal changes in land surface use (such as for urban development, agriculture and livestock, or surface mining). Examples for limiting future impacts could range from local efforts (such as reducing, reusing, and recycling resources) to large-scale geoengineering design solutions (such as altering global temperatures by making large changes to the atmosphere or ocean). HS-ESS3-6. Use a computational representation to illustrate the relationships among Earth systems and how those relationships are being modified due to human activity.*    Examples of Earth systems to be considered are the hydrosphere, atmosphere, cryosphere, geosphere, and/or biosphere. An example of the far-reaching impacts from a human activity is how an increase in atmospheric carbon dioxide results in an increase in photosynthetic biomass on land and an increase in ocean acidification, with resulting impacts on sea organism health and marine populations. [Assessment Boundary:  Assessment does not include running computational representations but is limited to using the published results of scientific computational models. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53103,16470,High School,Human Sustainability,ESS3: Earth and Human Activity,HS-ESS3-3,ESS3,TRUE
ngss-hs-ess3-4,HS-ESS3-4,basic_html,"<p>Evaluate or refine a technological solution that reduces impacts of human activities on natural systems.*</p>
<p><strong>Clarification Statement:</strong> Examples of data on the impacts of human activities could include the quantities and types of pollutants released, changes to biomass and species diversity, or areal changes in land surface use (such as for urban development, agriculture and livestock, or surface mining). Examples for limiting future impacts could range from local efforts (such as reducing, reusing, and recycling resources) to large-scale geoengineering design solutions (such as altering global temperatures by making large changes to the atmosphere or ocean). HS-ESS3-6. Use a computational representation to illustrate the relationships among Earth systems and how those relationships are being modified due to human activity.*    Examples of Earth systems to be considered are the hydrosphere, atmosphere, cryosphere, geosphere, and/or biosphere. An example of the far-reaching impacts from a human activity is how an increase in atmospheric carbon dioxide results in an increase in photosynthetic biomass on land and an increase in ocean acidification, with resulting impacts on sea organism health and marine populations. [Assessment Boundary:  Assessment does not include running computational representations but is limited to using the published results of scientific computational models. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53103,16470,High School,Human Sustainability,ESS3: Earth and Human Activity,HS-ESS3-4,ESS3,TRUE
ngss-hs-ess3-6,HS-ESS3-6,basic_html,"<p>Use a computational representation to illustrate the relationships among Earth systems and how those relationships are being modified due to human activity.*  [Clarification Statement:  Examples of Earth systems to be considered are the hydrosphere, atmosphere, cryosphere, geosphere, and/or biosphere. An example of the far-reaching impacts from a human activity is how an increase in atmospheric carbon dioxide results in an increase in photosynthetic biomass on land and an increase in ocean acidification, with resulting impacts on sea organism health and marine populations.] [Assessment Boundary:  Assessment does not include running computational representations but is limited to using the published results of scientific computational models.]</p>",14784,53103,16470,High School,Human Sustainability,ESS3: Earth and Human Activity,HS-ESS3-6,ESS3,TRUE
