uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,status
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>Derive the formula for the sum of a finite geometric series (when the common ratio is not 1), and use the formula to solve problems. For example, calculate mortgage payments.★ Arithmetic with Polynomials and Rational Expressions A-APR Perform arithmetic operations on polynomials 1. Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials. Understand the relationship between zeros and factors of polynomials</p>",14783,51137,16470,Grade 8,Statistics and Probability,rewritten as (1.151/12)12t ≈ 1.01212t to reveal the approximate equivalent monthly interest rate if ,8.SP.4,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Know and apply the Remainder Theorem: For a polynomial p(x) and a number a, the remainder on division by x – a is p(a), so p(a) = 0 if and only if (x – a) is a factor of p(x).</p>",14783,51137,16470,Grade 8,Statistics and Probability,rewritten as (1.151/12)12t ≈ 1.01212t to reveal the approximate equivalent monthly interest rate if ,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial. Use polynomial identities to solve problems</p>",14783,51137,16470,Grade 8,Statistics and Probability,rewritten as (1.151/12)12t ≈ 1.01212t to reveal the approximate equivalent monthly interest rate if ,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>Prove polynomial identities and use them to describe numerical relationships. For example, the polynomial identity (x2 + y2)2 = (x2 – y2)2 + (2xy)2 can be used to generate Pythagorean triples.</p>",14783,51137,16470,Grade 8,Statistics and Probability,rewritten as (1.151/12)12t ≈ 1.01212t to reveal the approximate equivalent monthly interest rate if ,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>(+) Know and apply the Binomial Theorem for the expansion of (x + y)n in powers of x and y for a positive integer n, where x and y are any numbers, with coefficients determined for example by Pascal’s Triangle.1 1The Binomial Theorem can be proved by mathematical induction or by a com binatorial argument.</p>",14783,51137,16470,Grade 8,Statistics and Probability,rewritten as (1.151/12)12t ≈ 1.01212t to reveal the approximate equivalent monthly interest rate if ,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,"<p>Rewrite simple rational expressions in different forms; write a(x)/b(x) in the form q(x) + r(x)/b(x), where a(x), b(x), q(x), and r(x) are polynomials with the degree of r(x) less than the degree of b(x), using inspection, long division, or, for the more complicated examples, a computer algebra system.</p>",14783,51138,16470,Grade 8,Statistics and Probability,Rewrite rational expressions,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,"<p>(+) Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions. Creating Equations★ A-CED Create equations that describe numbers or relationships 1. Create equations and inequalities in one variable and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions.</p>",14783,51138,16470,Grade 8,Statistics and Probability,Rewrite rational expressions,8.SP.7,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.</p>,14783,51138,16470,Grade 8,Statistics and Probability,Rewrite rational expressions,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or non viable options in a modeling context. For example, represent inequalities describing nutritional and cost constraints on combinations of different foods.</p>",14783,51138,16470,Grade 8,Statistics and Probability,Rewrite rational expressions,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. For example, rearrange Ohm’s law V = IR to highlight resistance R. Reasoning with Equations and Inequalities A-REI Understand solving equations as a process of reasoning and explain the reasoning 1. Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method.</p>",14783,51138,16470,Grade 8,Statistics and Probability,Rewrite rational expressions,8.SP.4,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise. Solve equations and inequalities in one variable</p>",14783,51138,16470,Grade 8,Statistics and Probability,Rewrite rational expressions,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.</p>",14783,51138,16470,Grade 8,Statistics and Probability,Rewrite rational expressions,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>Solve quadratic equations in one variable.</p>,14783,51138,16470,Grade 8,Statistics and Probability,Rewrite rational expressions,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions.</p>",14783,51139,16470,Grade 8,Statistics and Probability,Solve systems of equations,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,"<p>Solve systems of linear equations exactly and approximately (e.g., with graphs), focusing on pairs of linear equations in two variables.</p>",14783,51139,16470,Grade 8,Statistics and Probability,Solve systems of equations,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,"<p>Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. For example, find the points of intersection between the line y = –3x and the circle x2 + y2 = 3.</p>",14783,51139,16470,Grade 8,Statistics and Probability,Solve systems of equations,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,<p>(+) Represent a system of linear equations as a single matrix equation in a vector variable.</p>,14783,51139,16470,Grade 8,Statistics and Probability,Solve systems of equations,8.SP.8,TRUE
mathcc-8-sp-9,CCSS.Math.Content.8.SP.9,basic_html,<p>(+) Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 × 3 or greater). Represent and solve equations and inequalities graphically</p>,14783,51139,16470,Grade 8,Statistics and Probability,Solve systems of equations,8.SP.9,TRUE
mathcc-8-sp-10,CCSS.Math.Content.8.SP.10,basic_html,"<p>Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line).</p>",14783,51139,16470,Grade 8,Statistics and Probability,Solve systems of equations,8.SP.10,TRUE
mathcc-8-sp-11,CCSS.Math.Content.8.SP.11,basic_html,"<p>Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.★</p>",14783,51139,16470,Grade 8,Statistics and Probability,Solve systems of equations,8.SP.11,TRUE
mathcc-8-sp-12,CCSS.Math.Content.8.SP.12,basic_html,"<p>Graph the solutions to a linear inequality in two variables as a half plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes.</p>",14783,51139,16470,Grade 8,Statistics and Probability,Solve systems of equations,8.SP.12,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context.</p>",14783,51140,16470,Grade 8,Statistics and Probability,input x. The graph of f is the graph of the equation y = f(x).,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n ≥ 1. Interpret functions that arise in applications in terms of the context</p>",14783,51140,16470,Grade 8,Statistics and Probability,input x. The graph of f is the graph of the equation y = f(x).,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.★</p>",14783,51140,16470,Grade 8,Statistics and Probability,input x. The graph of f is the graph of the equation y = f(x).,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function.★</p>",14783,51140,16470,Grade 8,Statistics and Probability,input x. The graph of f is the graph of the equation y = f(x).,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,<p>Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.★ Analyze functions using different representations</p>,14783,51140,16470,Grade 8,Statistics and Probability,input x. The graph of f is the graph of the equation y = f(x).,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,"<p>Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.★</p>",14783,51140,16470,Grade 8,Statistics and Probability,input x. The graph of f is the graph of the equation y = f(x).,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,<p>Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.</p>,14783,51141,16470,Grade 8,Statistics and Probability,"and end behavior, and trigonometric functions, showing period, midline, and amplitude.",8.SP.8,TRUE
mathcc-8-sp-9,CCSS.Math.Content.8.SP.9,basic_html,"<p>Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum.</p>",14783,51142,16470,Grade 8,Statistics and Probability,classify them as representing exponential growth or decay.,8.SP.9,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.★ Build new functions from existing functions</p>",14783,51143,16470,Grade 8,Statistics and Probability,at the location of the weather balloon as a function of time.,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them.</p>",14783,51143,16470,Grade 8,Statistics and Probability,at the location of the weather balloon as a function of time.,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>Find inverse functions.</p>,14783,51143,16470,Grade 8,Statistics and Probability,at the location of the weather balloon as a function of time.,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>(+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents. Linear, Quadratic, and Exponential Models★ F-LE Construct and compare linear, quadratic, and exponential models and solve problems 1. Distinguish between situations that can be modeled with linear functions and with exponential functions.</p>",14783,51144,16470,Grade 8,Statistics and Probability,d. (+) Produce an invertible function from a non-invertible function by restricting the domain.,8.SP.5,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table).</p>",14783,51145,16470,Grade 8,Statistics and Probability,constant percent rate per unit interval relative to another.,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function.</p>",14783,51145,16470,Grade 8,Statistics and Probability,constant percent rate per unit interval relative to another.,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>For exponential models, express as a logarithm the solution to abct = d where a, c, and d are numbers and the base b is 2, 10, or e; evaluate the logarithm using technology. Interpret expressions for functions in terms of the situation they model</p>",14783,51145,16470,Grade 8,Statistics and Probability,constant percent rate per unit interval relative to another.,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,<p>Interpret the parameters in a linear or exponential function in terms of a context.</p>,14783,51145,16470,Grade 8,Statistics and Probability,constant percent rate per unit interval relative to another.,8.SP.5,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle.</p>",14783,51146,16470,Grade 8,Statistics and Probability,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the a,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>(+) Use special triangles to determine geometrically the values of sine, cosine, tangent for π/3, π/4 and π/6, and use the unit circle to express the values of sine, cosine, and tangent for π–x, π+x, and 2π–x in terms of their values for x, where x is any real number.</p>",14783,51146,16470,Grade 8,Statistics and Probability,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the a,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions. Model periodic phenomena with trigonometric functions</p>,14783,51146,16470,Grade 8,Statistics and Probability,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the a,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.★</p>",14783,51146,16470,Grade 8,Statistics and Probability,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the a,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,<p>(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.</p>,14783,51146,16470,Grade 8,Statistics and Probability,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the a,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,"<p>(+) Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context.★ Prove and apply trigonometric identities</p>",14783,51146,16470,Grade 8,Statistics and Probability,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the a,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,"<p>Prove the Pythagorean identity sin2(θ) + cos2(θ) = 1 and use it to find sin(θ), cos(θ), or tan(θ) given sin(θ), cos(θ), or tan(θ) and the quadrant of the angle.</p>",14783,51146,16470,Grade 8,Statistics and Probability,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the a,8.SP.8,TRUE
mathcc-8-sp-9,CCSS.Math.Content.8.SP.9,basic_html,"<p>(+) Prove the addition and subtraction formulas for sine, cosine, and tangent and use them to solve problems.</p>",14783,51146,16470,Grade 8,Statistics and Probability,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the a,8.SP.9,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch).</p>",14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself.</p>",14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments.</p>",14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another. Understand congruence in terms of rigid motions</p>",14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,"<p>Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent.</p>",14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,<p>Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.</p>,14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,"<p>Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions. Prove geometric theorems</p>",14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.8,TRUE
mathcc-8-sp-9,CCSS.Math.Content.8.SP.9,basic_html,"<p>Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment’s endpoints.</p>",14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.9,TRUE
mathcc-8-sp-10,CCSS.Math.Content.8.SP.10,basic_html,<p>Prove theorems about triangles. Theorems include: measures of interior angles of a triangle sum to 180°; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point.</p>,14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.10,TRUE
mathcc-8-sp-11,CCSS.Math.Content.8.SP.11,basic_html,"<p>Prove theorems about parallelograms. Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals. Make geometric constructions</p>",14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.11,TRUE
mathcc-8-sp-12,CCSS.Math.Content.8.SP.12,basic_html,"<p>Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line.</p>",14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.12,TRUE
mathcc-8-sp-13,CCSS.Math.Content.8.SP.13,basic_html,"<p>Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle.</p>",14783,51147,16470,Grade 8,Statistics and Probability,"distance along a line, and distance around a circular arc.",8.SP.13,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides.</p>",14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,<p>Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar. Prove theorems involving similarity</p>,14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>Prove theorems about triangles. Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity.</p>",14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,<p>Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures. Define trigonometric ratios and solve problems involving right triangles</p>,14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,"<p>Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.</p>",14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,<p>Explain and use the relationship between the sine and cosine of complementary angles.</p>,14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,<p>Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.★ Apply trigonometry to general triangles</p>,14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.8,TRUE
mathcc-8-sp-9,CCSS.Math.Content.8.SP.9,basic_html,<p>(+) Derive the formula A = 1/2 ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.</p>,14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.9,TRUE
mathcc-8-sp-10,CCSS.Math.Content.8.SP.10,basic_html,<p>(+) Prove the Laws of Sines and Cosines and use them to solve problems.</p>,14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.10,TRUE
mathcc-8-sp-11,CCSS.Math.Content.8.SP.11,basic_html,"<p>(+) Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces). Circles G-C Understand and apply theorems about circles 1. Prove that all circles are similar.</p>",14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.11,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle.</p>",14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle.</p>",14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>(+) Construct a tangent line from a point outside a given circle to the circle.</p>,14783,51148,16470,Grade 8,Statistics and Probability,b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector. Expressing Geometric Properties with Equations G-GPE Translate between the geometric description and the equation for a conic section 1. Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.</p>",14783,51149,16470,Grade 8,Statistics and Probability,Find arc lengths and areas of sectors of circles,8.SP.5,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>Derive the equation of a parabola given a focus and directrix.</p>,14783,51149,16470,Grade 8,Statistics and Probability,Find arc lengths and areas of sectors of circles,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>(+) Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant. Use coordinates to prove simple geometric theorems algebraically</p>",14783,51149,16470,Grade 8,Statistics and Probability,Find arc lengths and areas of sectors of circles,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>Use coordinates to prove simple geometric theorems algebraically. For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, √3) lies on the circle centered at the origin and containing the point (0, 2).</p>",14783,51149,16470,Grade 8,Statistics and Probability,Find arc lengths and areas of sectors of circles,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point).</p>",14783,51149,16470,Grade 8,Statistics and Probability,Find arc lengths and areas of sectors of circles,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,<p>Find the point on a directed line segment between two given points that partitions the segment in a given ratio.</p>,14783,51149,16470,Grade 8,Statistics and Probability,Find arc lengths and areas of sectors of circles,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,"<p>Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.★ Geometric Measurement and Dimension G-GMD Explain volume formulas and use them to solve problems 1. Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, Cavalieri’s principle, and informal limit arguments.</p>",14783,51149,16470,Grade 8,Statistics and Probability,Find arc lengths and areas of sectors of circles,8.SP.7,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>(+) Give an informal argument using Cavalieri’s principle for the formulas for the volume of a sphere and other solid figures.</p>,14783,51149,16470,Grade 8,Statistics and Probability,Find arc lengths and areas of sectors of circles,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.★ Visualize relationships between two-dimensional and three dimensional objects</p>",14783,51149,16470,Grade 8,Statistics and Probability,Find arc lengths and areas of sectors of circles,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>Identify the shapes of two-dimensional cross-sections of three dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.</p>",14783,51149,16470,Grade 8,Statistics and Probability,Find arc lengths and areas of sectors of circles,8.SP.4,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).★</p>",14783,51150,16470,Grade 8,Statistics and Probability,"objects (e.g., modeling a tree trunk or a human torso as a cylinder).★",8.SP.2,TRUE
